Date,Price,Open,High,Low,Volume,Chg
09-02-2022,993.36,988.57,997.11,988.57,529.72M,0.0083
08-02-2022,985.15,979.22,987.09,974.11,756.57M,0.007
07-02-2022,978.3,982.79,986.63,975.87,564.47M,-0.0022
04-02-2022,980.47,980.87,988.6,970.9,641.21M,-0.0036
03-02-2022,984,985.19,999.98,982.47,530.57M,-0.01
02-02-2022,993.94,992.74,997.11,984.65,512.35M,0.0008
01-02-2022,993.19,993.04,994.43,979.17,551.86M,0.0004
31-01-2022,992.79,968.63,992.93,963.59,617.79M,0.0298
28-01-2022,964.04,951.98,964.54,934.87,608.44M,0.0118
27-01-2022,952.82,978.25,982.91,951.28,624.17M,-0.0241
26-01-2022,976.35,989.77,999.75,964.74,673.54M,-0.0037
25-01-2022,979.97,983.42,993.64,968.36,565.29M,-0.0121
24-01-2022,991.98,982.94,993.87,954.65,881.93M,-0.0027
21-01-2022,994.69,1010.05,1014.54,993.75,758.43M,-0.0143
20-01-2022,1009.14,1020.79,1035.12,1008,736.63M,-0.0094
19-01-2022,1018.71,1032.22,1039.98,1018.23,616.55M,-0.0095
18-01-2022,1028.47,1037.64,1038.96,1026.45,716.89M,-0.0132
14-01-2022,1042.25,1032.61,1043.17,1027.03,560.64M,0.0042
13-01-2022,1037.92,1057.18,1059.49,1035.3,597.01M,-0.0157
12-01-2022,1054.47,1047.82,1056.03,1045.43,555.49M,0.0103
11-01-2022,1043.77,1037.76,1043.9,1028.19,636.44M,0.0045
10-01-2022,1039.1,1033.55,1039.52,1021.16,881.54M,-0.0015
07-01-2022,1040.69,1055.44,1055.6,1038.4,560.92M,-0.0107
06-01-2022,1051.94,1056.21,1060.07,1041.25,601.25M,-0.0056
05-01-2022,1057.9,1077.37,1085.53,1057.69,689.82M,-0.0201
04-01-2022,1079.64,1078.9,1087.96,1072.69,733.42M,0
03-01-2022,1079.69,1065.68,1079.97,1059.3,471.13M,0.0312
31-12-2021,1047.02,1045.94,1050.18,1044.79,277.93M,0.0005
30-12-2021,1046.5,1046.16,1054.15,1045.89,301.38M,-0.0043
29-12-2021,1051,1050.76,1053.84,1045.17,276.70M,0.0032
28-12-2021,1047.67,1049.72,1052.63,1046.34,302.61M,0.0009
27-12-2021,1046.77,1034.34,1049.41,1034.34,342.41M,0.0139
23-12-2021,1032.44,1016.52,1034.48,1016.35,331.52M,0.0154
22-12-2021,1016.82,1001.28,1017.15,1000.27,394.39M,0.0204
21-12-2021,996.46,989.76,996.72,981.1,414.17M,0.0167
20-12-2021,980.05,987.48,987.48,974.11,483.65M,-0.0147
17-12-2021,994.71,1002.43,1011.04,994.53,824.93M,-0.0116
16-12-2021,1006.41,1018.77,1019.43,1004.17,484.53M,-0.0078
15-12-2021,1014.32,1002.7,1014.79,996.43,476.65M,0.0099
14-12-2021,1004.34,1001.89,1007.41,996.39,499.23M,-0.0039
13-12-2021,1008.24,1015.66,1017.06,1002.39,510.96M,-0.0105
10-12-2021,1018.89,1008.76,1019.14,1005.56,471.17M,0.0136
09-12-2021,1005.19,1021.19,1021.19,1004.97,336.59M,-0.0187
08-12-2021,1024.37,1019.91,1025.48,1013.67,385.17M,0.0049
07-12-2021,1019.38,1013.37,1022.88,1013.04,390.26M,0.0153
06-12-2021,1003.99,993.52,1008.6,985.38,453.34M,0.0095
03-12-2021,994.55,1008.05,1013.44,985.69,506.87M,-0.0115
02-12-2021,1006.08,997.88,1010.57,994.92,453.20M,0.0101
01-12-2021,996.06,1017.99,1029.31,995.81,506.83M,-0.0133
30-11-2021,1009.53,1026.49,1029.21,1007.72,622.52M,-0.0177
29-11-2021,1027.72,1017.72,1031.51,1017.72,381.68M,0.0153
26-11-2021,1012.28,1026.56,1026.56,1010.79,287.47M,-0.0208
24-11-2021,1033.74,1029.21,1037.88,1019.51,349.01M,-0.0022
23-11-2021,1036.03,1047.54,1050.65,1022.95,445.63M,-0.0091
22-11-2021,1045.57,1044.44,1057.99,1041.44,582.28M,0.0065
19-11-2021,1038.84,1034.74,1041.35,1032.42,461.48M,0.0064
18-11-2021,1032.21,1040.2,1040.2,1025.92,526.53M,-0.004
17-11-2021,1036.32,1029.92,1042.07,1027.4,455.98M,0.0059
16-11-2021,1030.2,1020.19,1036.24,1020.19,487.78M,0.0081
15-11-2021,1021.93,1019.76,1025.05,1013.74,395.31M,-0.001
12-11-2021,1023,1022.6,1025.76,1020.25,392.33M,-0.0028
11-11-2021,1025.88,1033.59,1034.62,1023.3,445.35M,0.0007
10-11-2021,1025.21,1013.63,1030.74,1009.1,629.43M,0.0074
09-11-2021,1017.72,1049.02,1049.02,1013.96,664.29M,-0.0256
08-11-2021,1044.43,1046.86,1052.53,1043.14,565.52M,-0.0173
05-11-2021,1062.83,1061.71,1067.67,1060.36,480.20M,0.0008
04-11-2021,1061.99,1059.41,1065.67,1057.84,457.53M,0.0058
03-11-2021,1055.83,1038.19,1056.31,1037.6,481.47M,0.0161
02-11-2021,1039.14,1034.31,1043.28,1031.01,443.44M,-0.0055
01-11-2021,1044.92,1027.58,1045.2,1023.46,443.15M,0.0243
29-10-2021,1020.11,1012.11,1020.89,1009.67,454.33M,0.0088
28-10-2021,1011.25,1001.73,1011.43,1001.73,508.53M,0.016
27-10-2021,995.37,1004.13,1008.57,995.04,397.08M,-0.0029
26-10-2021,998.23,998.36,1015.63,993.83,389.22M,0.0004
25-10-2021,997.86,981.51,1002.88,976.46,376.57M,0.0264
22-10-2021,972.18,966.62,974.1,966.62,318.70M,0.0056
21-10-2021,966.73,956.14,967.28,956.14,360.70M,0.009
20-10-2021,958.11,952.65,960.28,952.34,326.48M,0.0061
19-10-2021,952.26,957.06,957.06,949.66,271.59M,-0.0031
18-10-2021,955.21,952.67,956.9,947.68,272.24M,0.0031
15-10-2021,952.26,948.93,953.41,948.93,320.13M,0.0051
14-10-2021,947.46,940.42,948.83,940.42,285.43M,0.0107
13-10-2021,937.42,932.96,939.19,928.83,309.69M,0.0052
12-10-2021,932.61,928.41,937.3,928.41,346.77M,0.0072
11-10-2021,925.98,928.04,933.71,925.91,259.37M,-0.0014
08-10-2021,927.31,930.86,931.56,926.44,357.76M,-0.0028
07-10-2021,929.88,922.33,933.56,922.33,389.78M,0.0113
06-10-2021,919.53,912.06,919.98,907.29,355.70M,0.0045
05-10-2021,915.44,913.18,920.67,913.04,360.52M,0.0033
04-10-2021,912.43,917.71,924.13,908.57,397.08M,-0.0001
01-10-2021,912.56,908.48,916.66,901.96,340.91M,0.0056
30-09-2021,907.44,923.55,925.14,907.35,423.26M,-0.0165
29-09-2021,922.69,917.58,927.56,917.58,326.82M,0.0063
28-09-2021,916.9,928.6,929.24,912.53,417.10M,-0.0132
27-09-2021,929.2,926.15,932.82,924.49,341.90M,0.0031
24-09-2021,926.33,923.87,927.57,919.54,359.92M,-0.0003
23-09-2021,926.63,921.92,929.89,921.92,348.52M,0.0075
22-09-2021,919.76,915.68,924.27,915.27,364.18M,0.0084
21-09-2021,912.1,913.91,919.87,911.43,376.02M,0
20-09-2021,912.1,928.89,928.89,902.68,462.45M,-0.0192
17-09-2021,930,933.06,934.65,927.87,577.82M,-0.0033
16-09-2021,933.1,934.92,936.73,926.87,313.74M,-0.0025
15-09-2021,935.41,930.21,936.71,925.59,335.18M,0.0058
14-09-2021,930.02,934.53,936.94,926.9,314.06M,-0.0053
13-09-2021,934.97,933.43,936.63,929.91,349.23M,0.0032
10-09-2021,932.01,938.46,941.36,931.48,364.49M,-0.0039
09-09-2021,935.65,937.89,940.3,934.52,374.24M,-0.0014
08-09-2021,936.99,935.31,937.43,931.35,382.00M,0.0021
07-09-2021,935.02,940.23,940.23,934.17,333.37M,-0.0047
03-09-2021,939.45,940.22,940.22,936.27,244.98M,-0.002
02-09-2021,941.36,942.46,944.83,939.39,304.15M,-0.0005
01-09-2021,941.84,938.9,943.74,938.27,283.00M,0.0041
31-08-2021,938.04,939.46,939.72,935.57,340.92M,-0.0007
30-08-2021,938.68,934.26,939.41,934.16,257.46M,0.0049
27-08-2021,934.11,927.85,936.39,927.1,302.65M,0.0078
26-08-2021,926.9,934.46,934.46,925.49,315.34M,-0.0089
25-08-2021,935.2,934.36,936.79,931.63,262.59M,0.0007
24-08-2021,934.59,935.26,936.67,931.82,293.07M,0.0004
23-08-2021,934.2,928.74,937.58,928.74,304.69M,0.0065
20-08-2021,928.17,927.21,929.67,926.42,282.71M,0.003
19-08-2021,925.35,923.94,928.82,920.42,321.57M,-0.0031
18-08-2021,928.25,931,936.13,928.01,278.07M,-0.0043
17-08-2021,932.24,939.23,939.23,924.5,349.06M,-0.0117
16-08-2021,943.3,944.84,945.03,938.99,273.25M,-0.0046
13-08-2021,947.65,945.8,948.6,944.37,261.54M,0.0026
12-08-2021,945.17,943.24,945.28,939.46,240.92M,0.0023
11-08-2021,942.96,941.91,944.24,940.38,289.93M,0.0029
10-08-2021,940.2,937.22,941.99,935.29,274.41M,0.0037
09-08-2021,936.77,935.35,938.5,933.59,299.39M,0.0042
06-08-2021,932.81,936.53,938.74,932.46,365.42M,-0.0041
05-08-2021,936.67,934.98,938.45,934.97,326.78M,0.004
04-08-2021,932.95,942.59,942.89,932.8,430.95M,-0.0117
03-08-2021,944.02,943.38,944.67,938.5,355.38M,0.0027
02-08-2021,941.51,941.2,948.11,941,331.41M,0.0045
30-07-2021,937.3,935.35,942,934.35,368.02M,0.001
29-07-2021,936.38,923.5,939.28,923.5,352.63M,0.0152
28-07-2021,922.37,926.1,927.49,919.9,306.12M,-0.0037
27-07-2021,925.8,931.95,931.95,920.28,326.25M,-0.0059
26-07-2021,931.27,928.01,933.45,926.44,259.34M,0.0051
23-07-2021,926.55,919.68,927.96,917.54,251.47M,0.0088
22-07-2021,918.48,921.67,921.67,915.88,256.03M,-0.0048
21-07-2021,922.91,924.94,928.45,921.03,282.84M,0.001
20-07-2021,921.96,914.57,923.62,911.62,329.30M,0.0102
19-07-2021,912.68,911.36,913,904.22,401.80M,-0.0057
16-07-2021,917.91,923.96,925.46,916.55,288.60M,-0.0046
15-07-2021,922.11,922.41,924.88,916.14,295.83M,-0.0004
14-07-2021,922.45,923.22,927.75,922.12,288.14M,0
13-07-2021,922.42,930.03,930.78,921.66,287.32M,-0.0071
12-07-2021,929.03,923.36,929.29,922.17,280.22M,0.007
09-07-2021,922.59,918.5,923.07,918.5,306.01M,0.0078
08-07-2021,915.48,913.64,916.18,906.13,318.77M,-0.0039
07-07-2021,919.03,920.76,922.48,915.77,321.32M,-0.0012
06-07-2021,920.11,928.88,929.26,914.58,332.65M,-0.0098
02-07-2021,929.22,927.7,933.49,927.7,257.31M,0.0023
01-07-2021,927.11,926.61,929.3,926.09,308.00M,0.0019
30-06-2021,925.33,923.28,926.71,922.77,339.12M,0.0023
29-06-2021,923.21,924.94,926.68,921.47,304.80M,-0.0016
28-06-2021,924.72,921.99,927.05,921.76,352.44M,0.0033
25-06-2021,921.64,919.72,922.46,918.9,563.82M,0.012
24-06-2021,910.73,906.29,913.49,905.73,364.03M,0.0096
23-06-2021,902.07,899.29,904.48,899.04,350.50M,0.0054
22-06-2021,897.19,893.79,899.69,892.1,296.34M,0.0039
21-06-2021,893.71,888.27,895.62,888.27,323.51M,0.0087
18-06-2021,886.02,893.33,893.33,883.91,512.58M,-0.0102
17-06-2021,895.12,893.98,897.55,889.58,416.21M,0.0014
16-06-2021,893.91,900.75,901.44,891,395.47M,-0.0076
15-06-2021,900.76,908.3,909.01,900.23,285.52M,-0.0081
14-06-2021,908.12,909.94,909.94,903.12,324.66M,-0.0017
11-06-2021,909.64,906.76,909.67,904.38,271.52M,0.0041
10-06-2021,905.91,905.44,909.23,903.83,323.06M,0.0025
09-06-2021,903.65,909.7,912.14,903.6,290.28M,-0.0073
08-06-2021,910.29,918.85,919.85,906.87,342.16M,-0.005
07-06-2021,914.82,912.11,915.13,907.24,329.96M,0.0017
04-06-2021,913.24,907.35,913.7,907.35,395.84M,0.0099
03-06-2021,904.29,905.75,909.51,900.73,459.12M,-0.0039
02-06-2021,907.82,911.58,913.18,905.75,336.55M,-0.0042
01-06-2021,911.66,915.69,919.36,909.55,327.45M,-0.002
28-05-2021,913.47,914.69,918.09,913.36,396.89M,-0.0014
27-05-2021,914.74,913.92,919.23,912.57,712.81M,0.0027
26-05-2021,912.28,905.69,913.71,905.57,490.88M,0.0091
25-05-2021,904.04,904.44,906.43,900.48,346.54M,0.0003
24-05-2021,903.8,896.61,907.47,896.3,356.01M,0.0095
21-05-2021,895.31,899.25,901.78,894.72,482.89M,-0.001
20-05-2021,896.23,888.4,898.04,888.14,373.17M,0.0132
19-05-2021,884.52,883.58,884.62,876.07,351.09M,-0.0077
18-05-2021,891.36,894.56,899.7,891,331.08M,-0.0055
17-05-2021,896.31,899.81,899.81,892.4,305.72M,-0.0041
14-05-2021,900.02,894.96,901.96,894.96,287.02M,0.0107
13-05-2021,890.53,887.33,894.74,884.62,369.85M,0.0075
12-05-2021,883.92,900.77,902.16,882.89,400.73M,-0.0234
11-05-2021,905.09,907.89,910.88,899,421.31M,-0.0108
10-05-2021,914.95,922.44,926.33,914.93,380.15M,-0.0093
07-05-2021,923.57,916.88,924.97,913.86,340.71M,0.0078
06-05-2021,916.42,911.72,916.73,909.64,382.78M,0.0076
05-05-2021,909.5,911.19,913.86,907.13,341.62M,0.0006
04-05-2021,908.93,913.7,914.68,904.11,376.30M,-0.008
03-05-2021,916.22,916.8,919.44,915.38,318.75M,0.0001
30-04-2021,916.17,908.13,917.39,907.14,390.65M,0.0055
29-04-2021,911.13,911.03,914.17,905.84,500.37M,0.0009
28-04-2021,910.28,912.31,915.04,909.52,293.40M,-0.0032
27-04-2021,913.23,915.01,916.69,912.62,291.14M,-0.007
26-04-2021,919.64,924.22,925.39,917.63,300.85M,-0.0019
23-04-2021,921.4,917.3,923.46,914.69,318.15M,0.0052
22-04-2021,916.65,923.22,926.65,914,348.88M,-0.0093
21-04-2021,925.24,910.34,925.72,910.34,316.47M,0.0126
20-04-2021,913.73,915.36,916.85,910.15,413.11M,-0.0032
19-04-2021,916.64,922.16,923.02,912.25,358.44M,-0.0115
16-04-2021,927.33,921.49,928.59,921.46,314.95M,0.0053
15-04-2021,922.41,919.08,922.85,916.32,292.97M,0.0078
14-04-2021,915.31,924.49,926.35,914.23,307.88M,-0.0079
13-04-2021,922.62,916.31,923.57,913.32,326.58M,0.0087
12-04-2021,914.65,907.43,915.25,906.46,265.75M,0.0099
09-04-2021,905.71,904.29,905.71,900.91,278.85M,0.0004
08-04-2021,905.39,904.77,906.47,902.65,312.46M,0.0025
07-04-2021,903.14,909.68,910.48,902.29,264.33M,-0.0083
06-04-2021,910.66,905.71,913.54,904.54,350.10M,0.0049
05-04-2021,906.22,901.24,910.36,901.24,365.56M,0.0181
01-04-2021,890.13,895.84,897.56,889.37,334.36M,-0.001
31-03-2021,891.03,887.35,894.37,887.35,356.86M,0.0037
30-03-2021,887.71,883.47,888.35,876.69,314.18M,0.003
29-03-2021,885.07,882.25,886.88,877.99,328.44M,0.0006
26-03-2021,884.55,877.39,884.96,871.63,347.00M,0.0119
25-03-2021,874.16,861.18,876.47,857.21,360.93M,0.0094
24-03-2021,866.03,878.87,880.95,866.02,347.26M,-0.0144
23-03-2021,878.69,884.91,886.83,875.6,366.40M,-0.0069
22-03-2021,884.82,881.88,889.83,881.07,388.20M,0.01
19-03-2021,876.04,874.87,878.55,867.84,647.52M,0.0001
18-03-2021,875.95,887.14,888.33,874.35,390.51M,-0.0186
17-03-2021,892.53,878.41,893.39,875.63,414.64M,0.0103
16-03-2021,883.39,891.86,893.76,882.66,386.10M,-0.0106
15-03-2021,892.83,884.15,893.02,882.71,335.33M,0.0105
12-03-2021,883.57,875.07,883.95,874.07,361.21M,0.0018
11-03-2021,881.98,882.03,885.26,876.64,329.66M,0.0093
10-03-2021,873.81,873.92,879.4,869.77,407.32M,0.0076
09-03-2021,867.18,853.83,872.5,853.83,426.12M,0.0297
08-03-2021,842.13,845.32,855.76,841.69,459.14M,-0.0034
05-03-2021,845.04,836.11,847.35,817.2,507.89M,0.015
04-03-2021,832.52,848.11,852.76,821.67,491.77M,-0.0175
03-03-2021,847.33,861.19,863.3,846.96,382.31M,-0.0165
02-03-2021,861.53,867.51,868.87,861.27,375.35M,-0.0068
01-03-2021,867.44,854.14,870.83,854.14,313.34M,0.0233
26-02-2021,847.69,860.67,862.12,842.66,437.93M,-0.0092
25-02-2021,855.54,876.17,880.65,851.2,373.42M,-0.0281
24-02-2021,880.28,869.74,881.49,864.41,389.72M,0.0143
23-02-2021,867.88,858.35,872.93,845.81,434.18M,-0.003
22-02-2021,870.53,882.78,883.43,870.03,355.51M,-0.0205
19-02-2021,888.72,898.5,898.87,887.81,331.12M,-0.0087
18-02-2021,896.48,891.43,898.96,888.71,335.08M,-0.0004
17-02-2021,896.83,890.98,897.45,884.65,333.38M,0.0007
16-02-2021,896.18,905.06,906.44,894.95,345.77M,-0.009
12-02-2021,904.31,900.58,904.6,895.04,318.35M,0.0016
11-02-2021,902.91,905.08,908.98,898.82,435.48M,0.0004
10-02-2021,902.55,914.4,915.49,898.55,471.80M,-0.0109
09-02-2021,912.46,914.34,917.2,910.86,451.28M,-0.0044
08-02-2021,916.48,914.49,919.12,911.49,394.78M,0.0075
05-02-2021,909.65,900.78,912.82,900.78,429.66M,0.0116
04-02-2021,899.18,894.61,899.39,891.91,383.15M,0.006
03-02-2021,893.78,898.2,898.46,888.79,358.28M,-0.0041
02-02-2021,897.49,884.95,902.29,884.95,378.78M,0.0167
01-02-2021,882.76,873.37,884.14,868.58,434.59M,0.0172
29-01-2021,867.82,885.69,886.48,863.54,436.57M,-0.0237
28-01-2021,888.86,880.42,895.36,876.49,432.02M,-0.0003
27-01-2021,889.16,903.42,905.59,886.73,534.52M,-0.022
26-01-2021,909.15,912.52,912.96,904.66,382.65M,0.0011
25-01-2021,908.17,898.83,912.28,894.42,485.33M,0.0122
22-01-2021,897.21,896.34,898.59,891.76,406.62M,-0.0029
21-01-2021,899.79,903.81,903.82,899.56,584.86M,-0.0029
20-01-2021,902.43,898.45,903.95,895.47,459.65M,0.0083
19-01-2021,894.96,894.49,897.42,892.58,417.34M,0.0063
15-01-2021,889.32,897.23,897.37,887.47,419.06M,-0.009
14-01-2021,897.36,899.78,904.29,896.27,427.71M,-0.0044
13-01-2021,901.36,901.31,903.96,896.8,420.29M,0.001
12-01-2021,900.44,896.79,906,895.96,497.93M,0.0091
11-01-2021,892.31,903.01,904.42,890.54,407.72M,-0.0209
08-01-2021,911.36,904.66,912.06,898.33,384.77M,0.0178
07-01-2021,895.41,884.43,896.65,884.43,408.68M,0.0185
06-01-2021,879.15,876.13,886.13,874.2,443.40M,0.0075
05-01-2021,872.64,864.8,874.3,864.54,332.54M,0.0059
04-01-2021,867.48,876.5,880.09,857.69,419.98M,-0.008
31-12-2020,874.45,870.89,875.08,867.52,246.55M,0.0062
30-12-2020,869.04,863.43,870.02,863.34,218.90M,0.0085
29-12-2020,861.72,864.15,867.25,859.17,230.41M,-0.0025
28-12-2020,863.91,866.16,869.37,862.95,244.43M,0.0026
24-12-2020,861.7,856.39,862.09,855.19,138.78M,0.0062
23-12-2020,856.42,851.43,859.22,851.43,275.03M,0.0054
22-12-2020,851.82,856.65,856.65,848.1,362.36M,-0.0062
21-12-2020,857.11,861.51,861.51,850.34,366.63M,-0.016
18-12-2020,871.02,864.93,871.77,853.62,762.51M,0.011
17-12-2020,861.56,851.31,862.28,851.31,357.11M,0.0165
16-12-2020,847.58,847.43,849.73,843.54,355.12M,-0.0001
15-12-2020,847.65,845.84,849.38,843.21,388.98M,0.0056
14-12-2020,842.96,842.35,850.2,842.35,408.28M,0.0059
11-12-2020,837.99,836.59,840.33,832.34,327.29M,-0.0043
10-12-2020,841.61,832.23,842.69,830.93,376.43M,0.0021
09-12-2020,839.88,852.83,853.77,834.44,406.32M,-0.0128
08-12-2020,850.73,842.01,852.29,838.84,381.96M,0.0039
07-12-2020,847.43,839.26,848.37,838.23,344.00M,0.0107
04-12-2020,838.42,830.98,838.43,830.93,334.83M,0.0089
03-12-2020,830.99,825.88,832.87,824.92,343.55M,0.0112
02-12-2020,821.79,822.41,825.01,817.68,324.96M,-0.0101
01-12-2020,830.2,831.18,832.03,825.92,371.19M,0.0113
30-11-2020,820.94,830.41,830.41,813.05,530.92M,-0.0076
27-11-2020,827.22,826.75,829.89,824.42,205.08M,0.0035
25-11-2020,824.32,819.98,825.14,817.51,371.28M,0.0031
24-11-2020,821.79,815.35,823.05,814.5,462.01M,0.0157
23-11-2020,809.07,803.5,811.35,803.45,368.91M,0.0125
20-11-2020,799.12,801.92,804.47,798.85,338.78M,-0.0044
19-11-2020,802.66,797.51,803.42,794.95,403.69M,0.0055
18-11-2020,798.23,798.36,807.03,797.33,436.17M,0.0024
17-11-2020,796.35,797.42,800.28,791.34,373.54M,0.0085
16-11-2020,789.61,785.84,789.75,781.35,409.03M,0.0094
13-11-2020,782.23,775.18,782.81,773.91,314.09M,0.012
12-11-2020,772.93,777.07,777.85,768.12,355.05M,-0.0078
11-11-2020,778.98,776.22,780.62,771.98,395.24M,0.0087
10-11-2020,772.24,761.52,773.53,757.9,548.33M,0.0135
09-11-2020,761.98,777.48,791.47,761.61,666.09M,-0.0079
06-11-2020,768.03,771.27,772.65,765.43,394.38M,-0.0045
05-11-2020,771.5,766.61,774.86,766.61,438.45M,0.0147
04-11-2020,760.32,761.08,770.95,759.62,370.37M,0.0043
03-11-2020,757.03,748.21,761.87,748.21,342.59M,0.0208
02-11-2020,741.61,736.22,747.11,734.75,358.25M,0.0179
30-10-2020,728.56,738.07,738.81,721.52,448.69M,-0.0148
29-10-2020,739.48,739,746.31,732.8,423.85M,0.0025
28-10-2020,737.6,754.17,754.17,737.33,370.60M,-0.0309
27-10-2020,761.09,762.72,766.88,760.95,338.21M,-0.0018
26-10-2020,762.5,766.69,767.68,753.8,329.78M,-0.0133
23-10-2020,772.76,773.54,774.5,767.72,324.04M,0.0022
22-10-2020,771.04,774.16,774.94,767.01,376.58M,0.0012
21-10-2020,770.14,770.26,776.16,770.01,315.21M,-0.0002
20-10-2020,770.26,775.38,778.55,768.41,329.20M,-0.0021
19-10-2020,771.86,784.37,787,770.54,289.52M,-0.0134
16-10-2020,782.36,788.02,790.79,782.35,368.84M,-0.0038
15-10-2020,785.34,779.42,787.04,777.54,289.75M,-0.0014
14-10-2020,786.43,786.91,791.75,782.56,307.52M,0.0003
13-10-2020,786.16,784.45,787.46,782.81,331.33M,0
12-10-2020,786.16,782.33,789.46,782.3,368.64M,0.0112
09-10-2020,777.46,773.85,779.91,773.7,309.12M,0.009
08-10-2020,770.52,771.09,773.16,768.7,339.94M,0.0055
07-10-2020,766.27,758.29,768.44,758.29,346.77M,0.017
06-10-2020,753.43,762.26,765.96,750.11,392.81M,-0.0109
05-10-2020,761.7,757.4,762.11,756.89,320.37M,0.012
02-10-2020,752.68,751.41,756.88,747.6,386.80M,-0.0125
01-10-2020,762.23,758.49,762.67,753.51,388.81M,0.0122
30-09-2020,753.07,747.15,757.62,746.89,389.99M,0.0118
29-09-2020,744.29,748.37,749.09,744.14,344.52M,-0.0063
28-09-2020,749.01,745.48,752.02,745.48,332.69M,0.0157
25-09-2020,737.45,727.52,738.17,727.31,376.57M,0.011
24-09-2020,729.45,721.06,737.09,713.94,442.68M,0.0053
23-09-2020,725.58,743.44,746.35,724.56,491.76M,-0.0214
22-09-2020,741.44,736.28,745.1,736.28,419.02M,0.0012
21-09-2020,740.57,745.23,745.23,726.83,506.33M,-0.0082
18-09-2020,746.66,753.29,755.97,740.04,721.92M,-0.0028
17-09-2020,748.73,747.85,754.99,743.41,489.54M,-0.0119
16-09-2020,757.78,761.61,767.07,757.61,434.61M,-0.0059
15-09-2020,762.31,761.89,767.15,759.5,500.01M,0.0079
14-09-2020,756.35,744.92,758.02,743.28,431.40M,0.0207
11-09-2020,740.98,740.19,743.59,733.94,459.71M,0.0077
10-09-2020,735.32,745.62,751.02,731.94,497.67M,-0.007
09-09-2020,740.53,731.33,745.05,731.33,436.89M,0.023
08-09-2020,723.86,737.8,737.8,723.2,563.88M,-0.038
04-09-2020,752.45,752.4,760.02,735.95,466.52M,0.0003
03-09-2020,752.19,768.34,775.82,746.7,496.28M,-0.0312
02-09-2020,776.44,771.67,778.17,764.07,432.19M,0.009
01-09-2020,769.52,773.89,773.89,766.01,361.04M,-0.0059
31-08-2020,774.06,765.66,776.57,763.66,410.72M,0.0109
28-08-2020,765.73,765.22,766.08,760.39,284.98M,0.0053
27-08-2020,761.72,760.63,767.38,757.6,319.84M,0.0047
26-08-2020,758.14,752.55,759.68,751.79,269.48M,0.0083
25-08-2020,751.9,753.17,754.28,747.77,256.26M,-0.0013
24-08-2020,752.85,750.65,752.91,744.27,300.51M,0.0095
21-08-2020,745.76,744.05,748.37,741.52,267.06M,0.0044
20-08-2020,742.49,734.22,743.66,731.78,249.02M,0.0064
19-08-2020,737.8,740.61,743.41,736.49,284.27M,-0.0055
18-08-2020,741.86,740.62,744.49,737.24,286.69M,0.0062
17-08-2020,737.31,728.25,737.58,727.62,303.87M,0.0151
14-08-2020,726.34,726.86,728.21,723.98,238.32M,0.0002
13-08-2020,726.23,725.19,729.46,723.6,257.14M,0.0032
12-08-2020,723.89,715.53,726.16,715.42,303.45M,0.0218
11-08-2020,708.42,715.49,717.68,706.45,361.88M,-0.0068
10-08-2020,713.29,709.26,714.52,709.26,314.84M,0.0055
07-08-2020,709.37,706.61,709.45,704.06,288.23M,0.0014
06-08-2020,708.39,707.85,709.92,705.82,299.31M,-0.0009
05-08-2020,709.03,707.82,710,706.78,345.75M,0.0041
04-08-2020,706.17,700.89,706.22,700.21,348.80M,0.0083
03-08-2020,700.35,699.13,702.83,696.5,335.53M,0.0041
31-07-2020,697.46,699.93,701.03,688.83,477.33M,-0.0048
30-07-2020,700.82,699.81,703.57,695.41,332.19M,-0.0025
29-07-2020,702.55,699.8,704.31,699.67,324.41M,0.0071
28-07-2020,697.61,699.08,704.53,697.07,325.92M,-0.0049
27-07-2020,701.03,691.06,701.32,689.74,325.31M,0.015
24-07-2020,690.67,691.97,694.63,687.92,319.64M,-0.0064
23-07-2020,695.09,701.85,703.71,691.42,382.54M,-0.0028
22-07-2020,697.07,692.71,697.92,689.59,316.36M,0.0102
21-07-2020,690.04,691.44,697.6,688.82,340.69M,0.0041
20-07-2020,687.2,685.67,688.77,679.11,317.91M,0.0017
17-07-2020,686.04,687.3,688.02,684.2,324.43M,0.0021
16-07-2020,684.61,681.17,685.85,679.93,334.98M,-0.001
15-07-2020,685.28,683.65,687.47,681.19,445.17M,0.0087
14-07-2020,679.4,669.75,680.46,666.6,403.92M,0.0163
13-07-2020,668.5,681.21,688.41,667.46,403.53M,-0.0076
10-07-2020,673.61,656.36,674.08,655.92,346.05M,0.0274
09-07-2020,655.63,663.33,663.81,650.98,376.25M,-0.0112
08-07-2020,663.08,663.26,664.91,656.85,331.51M,0.0016
07-07-2020,662.05,661.54,665.9,659.06,337.85M,-0.0008
06-07-2020,662.56,654.79,662.73,654.79,339.90M,0.0182
02-07-2020,650.72,648.45,658.42,648.45,339.54M,0.0109
01-07-2020,643.73,642.84,648.02,642.84,372.97M,0.0015
30-06-2020,642.75,634.04,644.34,633.74,396.52M,0.0148
29-06-2020,633.38,623.67,633.44,621.7,349.67M,0.022
26-06-2020,619.75,633.75,634.49,618.72,581.16M,-0.0239
25-06-2020,634.94,628.19,635.29,623.81,356.43M,0.0092
24-06-2020,629.16,640.01,640.01,625.44,386.10M,-0.0222
23-06-2020,643.43,647.23,649.18,642.8,374.64M,0.0017
22-06-2020,642.34,642.24,643.64,638.56,347.18M,-0.0007
