Date,Price,Open,High,Low,Volume,Chg
19-06-2020,642.76,653.03,657.12,642.05,616.39M,-0.0105
18-06-2020,649.55,645.12,650.96,643.68,288.21M,0.0046
17-06-2020,646.59,648.96,652.27,645.05,338.14M,-0.0012
16-06-2020,647.39,649.48,653.86,638.42,436.98M,0.0144
15-06-2020,638.23,621.2,638.91,614.21,445.05M,0.0177
12-06-2020,627.13,634.37,636.09,618.61,449.48M,0.0032
11-06-2020,625.14,647.57,647.57,624.65,511.61M,-0.0498
10-06-2020,657.93,659.93,663.01,654.39,522.62M,0.0022
09-06-2020,656.47,661.63,661.63,652.57,472.93M,-0.0131
08-06-2020,665.16,655.54,665.2,655.54,526.77M,0.0167
05-06-2020,654.23,647.48,656.99,647.48,668.65M,0.0212
04-06-2020,640.64,643.5,646.54,636.61,500.25M,-0.0076
03-06-2020,645.54,642.58,647.99,642.41,503.38M,0.0105
02-06-2020,638.85,637.46,638.86,633.94,425.50M,0.0041
01-06-2020,636.22,629.56,637.8,629.12,433.15M,0.0136
29-05-2020,627.68,623.88,629.01,619.11,730.78M,0.0031
28-05-2020,625.76,631.83,632.51,624.95,427.55M,-0.0026
27-05-2020,627.38,620.25,627.38,616.26,512.98M,0.0216
26-05-2020,614.14,617.18,620.35,613.39,483.88M,0.0115
22-05-2020,607.14,605.48,607.42,603.51,372.13M,0.0038
21-05-2020,604.87,606.97,608.21,601.05,436.86M,-0.005
20-05-2020,607.92,605.31,608.83,604.22,402.03M,0.0137
19-05-2020,599.72,605.93,607.83,599.55,413.77M,-0.0132
18-05-2020,607.73,602.51,610.08,602.51,537.27M,0.0269
15-05-2020,591.83,586.16,594.82,582.81,451.67M,0.0076
14-05-2020,587.36,581.2,587.64,575.29,440.76M,0.0031
13-05-2020,585.57,594.58,595.6,580.9,495.53M,-0.0156
12-05-2020,594.86,605.46,607.58,594.86,380.74M,-0.0137
11-05-2020,603.1,604.4,608.04,599.66,444.92M,-0.0055
08-05-2020,606.43,595.81,607.25,595.81,420.09M,0.0304
07-05-2020,588.51,592.57,594.21,587.64,412.04M,0.0011
06-05-2020,587.86,595.14,596.45,587.54,478.30M,-0.0067
05-05-2020,591.85,593.3,599.11,591.79,407.42M,0.0047
04-05-2020,589.07,585.52,589.65,582.6,397.17M,0.0029
01-05-2020,587.37,595.49,597.97,585.26,401.55M,-0.0225
30-04-2020,600.86,609.75,609.75,598.65,526.47M,-0.0165
29-04-2020,610.91,611.3,616.62,607.89,511.92M,0.0074
28-04-2020,606.4,609.63,612.05,604.63,460.65M,0.0056
27-04-2020,603.01,596.63,605.2,596,425.80M,0.0171
24-04-2020,592.9,587.95,595.11,586.59,358.37M,0.0142
23-04-2020,584.59,588.44,593.75,584.27,346.13M,-0.0074
22-04-2020,588.95,587.94,591.57,583.19,318.00M,0.0134
21-04-2020,581.17,589.38,592.26,579.85,395.46M,-0.028
20-04-2020,597.92,603.34,608.28,597.91,358.40M,-0.0214
17-04-2020,610.99,607.87,612.3,601.21,445.93M,0.0226
16-04-2020,597.49,596.31,599.42,589,382.70M,0.005
15-04-2020,594.5,599.6,599.6,590.31,374.45M,-0.018
14-04-2020,605.4,594,606.13,591.2,388.27M,0.0409
13-04-2020,581.64,586.51,586.51,574.54,377.39M,-0.0099
09-04-2020,587.44,583.9,596.76,583.78,558.57M,0.0157
08-04-2020,578.37,568.94,580.79,564.32,459.63M,0.0232
07-04-2020,565.28,577.22,584.66,565.16,561.48M,-0.0015
06-04-2020,566.14,554.04,569.64,551.49,497.13M,0.0486
03-04-2020,539.9,539.58,545.01,532.67,422.97M,0.0018
02-04-2020,538.93,522.76,541.04,522.38,462.38M,0.0217
01-04-2020,527.5,529.93,539.29,523.78,480.05M,-0.0334
31-03-2020,545.7,554.2,557.82,543.75,628.15M,-0.0187
30-03-2020,556.11,544.04,557.98,543.28,454.73M,0.0324
27-03-2020,538.64,535.44,553.94,530.38,481.76M,-0.0148
26-03-2020,546.74,523.51,549.11,523.07,594.86M,0.0574
25-03-2020,517.05,511.78,533.4,506.02,725.00M,0.0196
24-03-2020,507.13,491.69,508.32,490.56,657.51M,0.0798
23-03-2020,469.67,480.21,486.55,460.48,668.08M,-0.029
20-03-2020,483.69,513.83,516.42,481.35,762.43M,-0.0585
19-03-2020,513.77,516.14,524.66,498.2,680.42M,-0.0092
18-03-2020,518.53,531.94,534.1,492.61,748.79M,-0.0557
17-03-2020,549.11,522.53,553.98,515.63,700.83M,0.0639
16-03-2020,516.11,525.11,548.7,508.99,629.66M,-0.0958
13-03-2020,570.77,555.67,570.79,532.21,635.68M,0.0694
12-03-2020,533.74,571.27,571.27,532.68,625.48M,-0.1001
11-03-2020,593.09,612.26,612.26,586.04,534.81M,-0.0488
10-03-2020,623.53,611.96,624.17,593.66,528.17M,0.0368
09-03-2020,601.37,625.94,625.94,596,557.14M,-0.0619
06-03-2020,641.07,633.94,644.06,627.03,508.49M,-0.0143
05-03-2020,650.39,658.69,660.31,644.69,444.58M,-0.0284
04-03-2020,669.39,648.61,669.53,648.55,423.23M,0.0436
03-03-2020,641.44,653.15,663.99,635.28,540.47M,-0.0128
02-03-2020,649.75,624.47,649.81,623.61,519.62M,0.0463
28-02-2020,621,617.04,621.3,598.78,695.52M,-0.0142
27-02-2020,629.96,651.52,653.33,629.83,558.48M,-0.0435
26-02-2020,658.64,664.92,672.57,658.64,440.56M,-0.0078
25-02-2020,663.79,680.99,682.52,661.6,453.63M,-0.0234
24-02-2020,679.71,689.36,689.36,678.76,437.23M,-0.0307
21-02-2020,701.21,701.35,702.59,699.84,303.36M,-0.0033
20-02-2020,703.52,701.64,704.04,695.18,288.42M,0.0008
19-02-2020,702.95,703.28,706.67,702.94,312.35M,0.0049
18-02-2020,699.54,701.7,702.73,697.8,342.68M,-0.0034
14-02-2020,701.96,700.62,702.08,699.9,314.77M,0.0016
13-02-2020,700.82,696.5,702.6,693.78,361.92M,0.0045
12-02-2020,697.71,698.07,699.27,696.78,379.97M,0.0019
11-02-2020,696.39,697.42,697.59,695.95,392.71M,-0.0005
10-02-2020,696.75,694.57,697.3,694.11,330.16M,0.0065
07-02-2020,692.27,691.95,694.11,690.94,394.52M,-0.0022
06-02-2020,693.83,692.2,698.04,691.4,431.11M,0.0025
05-02-2020,692.12,693.53,695.45,690.16,518.03M,-0.0039
04-02-2020,694.84,693.79,700.88,692.78,418.15M,0.0139
03-02-2020,685.31,680,687.44,680,423.48M,0.0122
31-01-2020,677.07,684.57,687.48,675.2,416.16M,-0.0122
30-01-2020,685.43,679.55,685.99,678.29,349.83M,0.0106
29-01-2020,678.26,681.54,681.69,677.79,277.51M,-0.0033
28-01-2020,680.5,678.83,682.6,678.83,348.00M,0.0039
27-01-2020,677.89,676.32,680.89,674.52,342.42M,-0.0088
24-01-2020,683.88,690.04,690.65,681.24,327.87M,-0.0077
23-01-2020,689.2,688.97,690.23,685.15,342.00M,-0.003
22-01-2020,691.28,691.9,693.8,690.57,302.42M,0.0017
21-01-2020,690.12,687.96,690.59,685.5,344.94M,0.0021
17-01-2020,688.64,687.15,689.18,687.15,312.97M,0.0031
16-01-2020,686.53,683.88,686.58,683.88,283.86M,0.0047
15-01-2020,683.33,680.02,685.93,679.85,302.24M,0.0044
14-01-2020,680.36,679.37,681.55,678.48,347.66M,0.0027
13-01-2020,678.56,671.74,678.57,671.74,307.20M,0.0116
10-01-2020,670.78,672.5,673.56,670.02,282.76M,-0.0019
09-01-2020,672.04,672.49,672.78,669.52,321.49M,0.0031
08-01-2020,669.95,667.34,673,667.1,323.50M,0.0058
07-01-2020,666.06,668.75,669.25,665.94,312.29M,-0.0049
06-01-2020,669.37,665.88,669.55,665.36,295.95M,0.0028
03-01-2020,667.49,664.33,669.68,663.94,263.76M,-0.0023
02-01-2020,669.06,673.34,673.83,666.5,269.65M,-0.0042
31-12-2019,671.9,669.3,672.14,669.1,191.70M,0.0023
30-12-2019,670.34,674.18,674.18,669.56,196.57M,-0.0069
27-12-2019,675.03,673.77,675.43,673.13,173.60M,0.0039
26-12-2019,672.39,671.99,673.37,670.72,171.30M,0.0015
24-12-2019,671.35,671.19,672.1,670.49,89.12M,-0.0002
23-12-2019,671.49,674.06,674.42,670.91,256.06M,-0.002
20-12-2019,672.84,672.34,674.87,670.45,504.87M,0.0065
19-12-2019,668.52,665.99,669.33,665.99,312.99M,0.0047
18-12-2019,665.37,664.84,666.57,663.13,301.69M,0.002
17-12-2019,664.01,663.99,665.61,662.7,267.08M,-0.0009
16-12-2019,664.6,663.21,666.35,662.37,306.74M,0.0062
13-12-2019,660.52,658.42,661.53,657.35,260.62M,0.0016
12-12-2019,659.47,657.74,662.83,656.89,292.59M,0.0027
11-12-2019,657.68,656.15,658.72,656.15,227.74M,0.0037
10-12-2019,655.25,656.1,657.74,653.52,226.91M,-0.0021
09-12-2019,656.64,656.13,658.13,655.96,218.64M,0.0006
06-12-2019,656.26,656.2,658.53,655.46,228.05M,0.0047
05-12-2019,653.22,651.99,653.42,649.24,226.64M,0.0024
04-12-2019,651.64,646.55,652.06,646.55,248.94M,0.0077
03-12-2019,646.66,646.56,646.7,642.7,275.45M,-0.0039
02-12-2019,649.22,648.52,649.48,645.38,243.36M,0.001
29-11-2019,648.58,649.7,650.43,647.93,116.17M,-0.0031
27-11-2019,650.62,649.68,651.16,648.45,224.67M,0.0032
26-11-2019,648.57,644.63,648.66,643.27,301.98M,0.0075
25-11-2019,643.77,642.63,643.96,641.07,279.16M,0.0052
22-11-2019,640.44,640.86,641.29,637.73,239.47M,0.0008
21-11-2019,639.95,643.45,644.46,639.5,248.60M,-0.0063
20-11-2019,643.99,643.97,646.54,641.96,268.35M,-0.0004
19-11-2019,644.24,646.17,646.48,643.04,231.28M,-0.0022
18-11-2019,645.63,643,647.59,642.86,263.72M,0.004
15-11-2019,643.04,641.7,643.04,639.91,246.08M,0.0042
14-11-2019,640.37,640.8,642.33,639.11,235.21M,-0.0002
13-11-2019,640.49,638.61,641.29,637.6,258.65M,0.0044
12-11-2019,637.67,638.27,638.62,635.9,259.35M,0.0004
11-11-2019,637.44,637.63,638.33,636.58,199.62M,-0.0018
08-11-2019,638.58,637.41,638.58,635.72,236.27M,0.0017
07-11-2019,637.5,641.26,641.38,636.72,318.00M,-0.0026
06-11-2019,639.17,637.4,639.4,635.53,310.27M,0.0052
05-11-2019,635.87,636.08,637.53,634.35,328.92M,0.0002
04-11-2019,635.76,640.71,641.53,634.21,374.27M,-0.0066
01-11-2019,639.99,640.61,641.98,638.85,318.22M,0.0019
31-10-2019,638.76,639.86,641.41,635.15,354.82M,-0.0029
30-10-2019,640.6,638.09,641.25,636.39,330.16M,0.0045
29-10-2019,637.72,636.42,640.07,636.42,335.87M,0.0002
28-10-2019,637.59,640.24,642.13,636.96,319.41M,-0.0028
25-10-2019,639.35,639.14,641.05,637.35,302.80M,-0.0021
24-10-2019,640.71,641.02,641.48,638.16,378.24M,0.003
23-10-2019,638.77,636.87,638.9,636.17,279.55M,0.0029
22-10-2019,636.92,636.61,639.93,636.59,309.73M,0.0002
21-10-2019,636.8,635.5,637.64,635.11,277.83M,0.0032
18-10-2019,634.8,634.07,636.71,633.17,326.05M,0.0024
17-10-2019,633.26,633.81,634.53,631.93,259.06M,0.0036
16-10-2019,631,630.32,631.33,628.87,272.92M,0.0018
15-10-2019,629.88,630.9,631.45,628.58,262.61M,-0.0004
14-10-2019,630.15,630.97,632,629.27,223.61M,-0.0018
11-10-2019,631.27,631.01,635.4,630.19,280.48M,0.0046
10-10-2019,628.4,626.28,629.77,624.16,257.77M,0.0035
09-10-2019,626.23,624.83,627.99,623.77,235.26M,0.0071
08-10-2019,621.8,626.3,627.94,621.78,287.76M,-0.0122
07-10-2019,629.48,632.38,633.95,629,262.34M,-0.0076
04-10-2019,634.3,626.3,634.45,625.94,257.50M,0.0145
03-10-2019,625.25,622.03,626.19,616.76,319.78M,0.0075
02-10-2019,620.59,630.03,630.03,617.38,371.00M,-0.02
01-10-2019,633.28,637.38,639.23,631.85,297.22M,-0.0056
30-09-2019,636.85,633.19,638.22,633.19,259.36M,0.0068
27-09-2019,632.53,634.74,635.73,628.96,265.74M,-0.0018
26-09-2019,633.69,632.45,635.52,630.61,277.44M,0.0057
25-09-2019,630.08,630.69,631.79,628.17,370.99M,0.0067
24-09-2019,625.86,629.27,630.06,624.15,319.18M,-0.0024
23-09-2019,627.37,625.14,629.92,624.98,259.82M,0.0033
20-09-2019,625.29,628.01,630.41,625.19,426.78M,-0.0043
19-09-2019,628,628.97,629.88,627.22,238.32M,-0.0003
18-09-2019,628.21,628.55,629.67,623.18,253.76M,-0.001
17-09-2019,628.82,626.18,630.22,626.16,289.30M,0.0036
16-09-2019,626.59,628.58,629.78,625.38,277.67M,-0.0084
13-09-2019,631.87,636.09,637.31,631.74,278.81M,-0.0081
12-09-2019,637.05,636.97,639.04,635.83,282.34M,0.0038
11-09-2019,634.66,630.32,634.66,627.84,307.97M,0.0065
10-09-2019,630.59,629.55,630.59,626.89,355.86M,-0.0036
09-09-2019,632.87,633.08,633.49,630.9,317.92M,0.001
06-09-2019,632.22,631.12,633,630.1,255.59M,0.0046
05-09-2019,629.32,631.45,632.16,628.95,312.38M,0.0017
04-09-2019,628.23,623.1,628.31,623.1,247.55M,0.012
03-09-2019,620.76,617.28,621.07,614.44,257.23M,0.0023
30-08-2019,619.31,622.15,623.85,617.53,246.94M,-0.0011
29-08-2019,620.02,621.34,622.53,616.48,238.10M,0.0038
28-08-2019,617.67,610.59,618.02,610,258.10M,0.0102
27-08-2019,611.45,618.62,620.07,610.26,355.88M,-0.0064
26-08-2019,615.38,612.22,616.56,610.52,234.45M,0.0113
23-08-2019,608.5,619.87,622.79,605.6,303.10M,-0.0224
22-08-2019,622.43,620.16,624.06,618.11,201.96M,0.0038
21-08-2019,620.08,620.38,621.04,618.33,217.60M,0.0058
20-08-2019,616.5,621.06,621.19,616.31,236.65M,-0.0093
19-08-2019,622.28,620.83,623.42,619.75,227.94M,0.011
16-08-2019,615.5,609.5,616.72,609.5,249.02M,0.0136
15-08-2019,607.25,606.79,609.18,603.67,302.08M,0.0036
14-08-2019,605.07,613.54,613.54,604.43,323.57M,-0.0212
13-08-2019,618.17,610.27,622.27,609.79,274.63M,0.0115
12-08-2019,611.17,614.6,615.26,609.47,181.22M,-0.0092
09-08-2019,616.82,621.9,622.29,613.13,265.16M,-0.0094
08-08-2019,622.67,612.94,623.28,612.14,306.22M,0.0156
07-08-2019,613.13,604.88,614.84,599.27,326.94M,0.0095
06-08-2019,607.39,602.53,609.5,602.16,355.99M,0.0118
05-08-2019,600.32,613.95,613.95,596.84,375.02M,-0.0266
02-08-2019,616.74,617.73,619.78,614.64,331.42M,-0.0026
01-08-2019,618.37,626.3,632.62,618.13,407.15M,-0.0104
31-07-2019,624.87,634.98,634.98,618.73,387.64M,-0.0151
30-07-2019,634.43,634.39,636.44,631.33,313.09M,0.0011
29-07-2019,633.75,631.96,634.17,631.7,260.83M,0.0034
26-07-2019,631.61,627.29,632.13,626.17,263.60M,0.0086
25-07-2019,626.2,624.67,628.17,623.86,380.17M,-0.0037
24-07-2019,628.53,629.26,630.54,626.92,296.52M,-0.0023
23-07-2019,629.98,629.11,631.1,627.51,345.94M,0.0101
22-07-2019,623.67,627.37,628.23,622.95,238.02M,-0.0044
19-07-2019,626.43,631.13,632.9,626.4,264.62M,-0.0048
18-07-2019,629.44,627.18,631.24,624.59,244.00M,0.0059
17-07-2019,625.75,628.27,628.68,625.31,228.57M,-0.0042
16-07-2019,628.4,627.72,629.1,626.7,233.57M,0.0002
15-07-2019,628.28,628.07,628.8,626.76,213.20M,0.0014
12-07-2019,627.39,623.97,627.73,623.97,233.87M,0.0069
11-07-2019,623.08,623.15,623.38,620.22,219.46M,0.0009
10-07-2019,622.5,620.49,623.66,620.49,234.60M,0.0069
09-07-2019,618.26,621.35,621.51,616.07,244.12M,-0.0075
08-07-2019,622.95,622.5,624.73,621.17,212.40M,-0.0002
05-07-2019,623.09,623.35,623.36,616.73,201.43M,-0.005
03-07-2019,626.22,620.78,626.48,620.78,179.23M,0.013
02-07-2019,618.21,616.35,618.25,614.4,236.74M,0.0044
01-07-2019,615.49,615.91,617.78,612.57,309.38M,0.0057
28-06-2019,611.99,613.34,614.49,610.52,439.27M,0.0025
27-06-2019,610.48,608.69,611.19,607.81,282.65M,0.004
26-06-2019,608.02,611.92,612.11,607.98,292.81M,-0.0089
25-06-2019,613.48,616.94,617.39,612.2,301.19M,-0.005
24-06-2019,616.56,616.98,619.48,615.95,262.85M,0.001
21-06-2019,615.94,617.07,618.03,614.47,420.38M,-0.003
20-06-2019,617.77,615.86,618.58,613.92,262.88M,0.0084
19-06-2019,612.61,611.4,613.75,608.45,255.78M,0.0017
18-06-2019,611.55,615.85,616.43,610.95,260.40M,-0.001
17-06-2019,612.18,613.18,613.95,610.38,224.49M,-0.0021
14-06-2019,613.46,613.58,614.79,612.31,211.64M,-0.0006
13-06-2019,613.84,611.94,613.92,609.76,236.93M,0.0048
12-06-2019,610.93,613.8,615.55,610.47,239.69M,-0.0028
11-06-2019,612.66,612.51,614.25,611.28,238.50M,0.0036
10-06-2019,610.44,611.96,612.64,608.72,258.32M,0.0003
07-06-2019,610.27,606.79,612.79,606.79,253.81M,0.0094
06-06-2019,604.58,601.52,606.34,601.06,360.16M,0.0049
05-06-2019,601.64,597.89,601.93,596.21,308.56M,0.0105
04-06-2019,595.4,589.08,595.45,589.08,329.62M,0.0166
03-06-2019,585.66,578.93,586.32,578.25,327.17M,0.0131
31-05-2019,578.08,582.27,582.27,577.11,355.35M,-0.0157
30-05-2019,587.31,586.3,588.97,585.05,251.65M,0.0023
29-05-2019,585.99,587.86,587.86,582.81,350.12M,-0.0085
28-05-2019,591,601.22,602.88,590.58,388.64M,-0.0163
24-05-2019,600.82,604.39,605.23,598.8,219.75M,-0.0036
23-05-2019,603.02,602.34,603.87,599.65,336.68M,-0.0038
22-05-2019,605.29,603.84,606.24,603.52,302.36M,-0.001
21-05-2019,605.92,607.15,607.28,604.96,266.81M,0.0003
20-05-2019,605.73,607.56,608.93,604.52,291.37M,-0.0071
17-05-2019,610.07,610.87,614.57,609.27,289.94M,-0.005
16-05-2019,613.14,610.06,616.3,609.73,271.00M,0.0064
15-05-2019,609.25,602.44,610.64,601.8,283.31M,0.0086
14-05-2019,604.04,600.99,607.9,600.65,295.94M,0.0071
13-05-2019,599.76,603.25,603.25,597.3,327.79M,-0.0146
10-05-2019,608.67,602.96,610,597.56,296.66M,0.0074
09-05-2019,604.17,603.71,605.51,598.68,310.29M,-0.0035
08-05-2019,606.32,607.38,609.71,605.14,285.18M,-0.0015
07-05-2019,607.24,611.56,612.12,603.42,326.53M,-0.011
06-05-2019,614.02,610.93,614.81,609.5,297.06M,-0.0051
03-05-2019,617.17,615.27,618.1,614.51,343.60M,0.0067
02-05-2019,613.07,613.47,614.99,610.48,330.12M,-0.0003
01-05-2019,613.27,620.68,620.82,613.2,340.17M,-0.0107
30-04-2019,619.89,615.3,620.68,614.66,363.47M,0.0075
29-04-2019,615.26,613.97,616.37,613.13,327.10M,0.001
26-04-2019,614.62,609.43,614.63,609.43,419.44M,0.0139
25-04-2019,606.19,609.2,609.2,605.92,316.34M,-0.0119
24-04-2019,613.49,612.87,615.43,612.18,294.74M,0.0007
23-04-2019,613.09,612.09,613.71,610.25,342.61M,0.0018
22-04-2019,612,613.18,615.06,611.35,270.08M,-0.0035
18-04-2019,614.17,614.11,616.36,611.32,281.89M,0.0008
17-04-2019,613.66,613.49,615.16,611.99,249.54M,0.004
16-04-2019,611.24,611.4,612.81,609.26,267.86M,0.0001
15-04-2019,611.15,610.41,611.53,609.28,262.69M,0.0025
12-04-2019,609.63,607.44,609.67,607.41,254.02M,0.0048
11-04-2019,606.72,606.54,607.45,604.97,225.75M,0.0013
10-04-2019,605.96,603.43,606.53,603.19,228.74M,0.0052
09-04-2019,602.81,603.8,603.88,601.55,234.92M,-0.0039
08-04-2019,605.17,603.08,605.21,601.96,230.86M,0.0033
05-04-2019,603.16,601.72,603.16,600.32,254.63M,0.0029
04-04-2019,601.42,598.37,602.11,598.13,281.11M,0.0044
03-04-2019,598.78,600.82,602.21,597.24,314.59M,-0.003
02-04-2019,600.58,602.71,603.01,599.89,261.33M,-0.0037
01-04-2019,602.8,602.53,603.4,600.85,295.29M,0.0033
29-03-2019,600.84,599.57,601.27,597.97,350.53M,0.0044
28-03-2019,598.22,595.71,600.26,595.71,312.54M,0.0071
27-03-2019,594.03,595.4,597.52,590.32,301.43M,-0.0017
26-03-2019,595.07,592.22,597.09,592.22,292.38M,0.009
25-03-2019,589.79,586.33,591.56,585.85,312.72M,0.0021
22-03-2019,588.56,593.44,594.67,588.44,361.27M,-0.0117
21-03-2019,595.52,586.42,596.42,586.32,346.56M,0.0148
20-03-2019,586.84,590.37,590.49,585.07,364.20M,-0.0063
19-03-2019,590.57,592.76,595.26,588.44,351.47M,-0.0017
18-03-2019,591.55,590.73,592.24,589.49,313.12M,0.0024
15-03-2019,590.16,588.25,592.37,588.25,571.63M,0.0035
14-03-2019,588.13,589.4,589.89,587.31,299.88M,-0.0033
13-03-2019,590.08,587.84,592.07,587.48,304.65M,0.0055
12-03-2019,586.83,587.96,589.56,585.89,283.78M,-0.0015
11-03-2019,587.73,580.56,588.07,580.56,291.94M,0.0139
08-03-2019,579.68,579.14,580.04,576.74,285.91M,-0.0022
07-03-2019,580.93,582.16,582.5,579.2,343.05M,-0.0029
06-03-2019,582.62,584.32,585.34,581.11,293.60M,-0.0025
05-03-2019,584.09,585.12,586.24,583.34,301.16M,-0.0025
04-03-2019,585.57,589.25,589.78,581.44,331.64M,-0.003
01-03-2019,587.34,587.82,589.19,583.63,321.21M,0.0025
28-02-2019,585.85,586.29,587.72,584.15,385.17M,0
27-02-2019,585.83,585.02,586.03,582.86,345.32M,0.0001
26-02-2019,585.75,585.29,588.79,585.1,396.67M,0.0004
25-02-2019,585.51,589.81,590.57,584.9,388.78M,-0.0034
22-02-2019,587.49,587.03,587.53,583.18,471.72M,-0.0004
21-02-2019,587.75,585.87,589.5,584.58,326.35M,0.0013
20-02-2019,586.97,586.32,589.17,586.13,358.26M,0.0012
19-02-2019,586.24,584.37,587.86,582.92,360.07M,0.0019
15-02-2019,585.13,585.26,586.83,583.79,461.34M,0.0066
14-02-2019,581.27,581.73,583.68,577.8,359.58M,-0.0107
13-02-2019,587.57,587.53,589.08,585.51,374.07M,0.0023
12-02-2019,586.2,581.51,587.36,580.86,475.24M,0.0118
11-02-2019,579.35,579.26,580.88,577.81,396.65M,0.002
08-02-2019,578.18,573.85,578.21,571.91,445.10M,0.0074
07-02-2019,573.91,573.5,575.32,569.98,436.68M,-0.0044
06-02-2019,576.42,576.41,577.2,574.62,361.55M,-0.004
05-02-2019,578.75,577.47,579.77,577.06,324.35M,0.0032
04-02-2019,576.89,574.2,576.99,572.29,292.55M,0.0045
01-02-2019,574.3,575.14,576.04,572.31,338.32M,-0.0003
31-01-2019,574.48,565.91,575.86,564.22,432.29M,0.0157
30-01-2019,565.58,560.46,566.35,559.84,314.68M,0.0102
29-01-2019,559.87,559.16,560.36,557,290.35M,0.0014
28-01-2019,559.09,555.66,559.18,554.1,298.74M,0.0018
25-01-2019,558.08,558.68,562.05,556.77,326.62M,0.0036
24-01-2019,556.07,557.06,557.06,551.47,373.09M,-0.0059
23-01-2019,559.38,559.71,562.39,555.12,327.34M,0.0054
22-01-2019,556.4,562.32,562.32,552.53,368.88M,-0.0133
18-01-2019,563.89,559.67,565.9,559.67,372.87M,0.0123
17-01-2019,557.06,552.47,558.48,551.67,326.67M,0.0065
16-01-2019,553.44,555.6,556.02,551.74,352.01M,-0.0053
15-01-2019,556.39,552.29,557,551.82,322.05M,0.0077
14-01-2019,552.13,552.46,554.71,551.24,320.93M,-0.0038
11-01-2019,554.22,552.85,554.7,551.06,353.37M,0.003
10-01-2019,552.56,548.52,553.63,547.17,348.16M,0.0041
09-01-2019,550.3,551.35,553.46,549.26,394.95M,-0.0027
08-01-2019,551.78,548.67,552.48,547.63,369.90M,0.0117
07-01-2019,545.38,542.68,549.13,539.51,345.04M,0.0047
04-01-2019,542.84,532.24,542.94,532,341.26M,0.0275
03-01-2019,528.31,532.6,535.96,527.59,319.00M,-0.0118
02-01-2019,534.63,530.53,536.36,525.97,317.09M,-0.003
31-12-2018,536.23,536.11,537.02,530.43,294.86M,0.0026
28-12-2018,534.85,537.49,541.54,532.65,304.21M,-0.0012
27-12-2018,535.48,527.16,535.5,518.44,346.72M,0.0081
26-12-2018,531.18,515.57,531.18,510.24,349.86M,0.0336
24-12-2018,513.93,529.16,529.57,513.93,234.60M,-0.0319
21-12-2018,530.89,538.53,548.79,530.69,667.53M,-0.0097
20-12-2018,536.09,542.04,543.38,530.64,476.43M,-0.0133
19-12-2018,543.29,551.61,556.83,540.92,438.73M,-0.0127
18-12-2018,550.3,556.71,557.96,547.45,359.75M,-0.0084
17-12-2018,554.96,566.16,566.5,551.76,379.20M,-0.0221
14-12-2018,567.53,571.63,573.76,566.28,326.69M,-0.0129
13-12-2018,574.97,574.43,578.01,572.74,318.40M,0.0018
12-12-2018,573.92,577.43,579.25,573.7,348.04M,0.0011
11-12-2018,573.3,574.52,578.71,570.33,318.09M,0.0066
10-12-2018,569.55,572.68,572.68,560.81,348.69M,-0.0022
07-12-2018,570.82,579.62,583.13,569.06,347.00M,-0.0162
06-12-2018,580.24,577.68,580.26,567.88,417.96M,-0.0027
04-12-2018,581.82,593.93,595.86,581.2,432.21M,-0.0204
03-12-2018,593.95,594.74,595.84,588.48,422.19M,0.0034
30-11-2018,591.93,586.81,592.03,586.55,431.70M,0.0085
29-11-2018,586.93,586.59,589.66,585.12,271.19M,-0.0017
28-11-2018,587.92,581.77,587.94,579.59,305.42M,0.0102
27-11-2018,582,579.7,582.17,578.57,298.79M,0.0012
26-11-2018,581.33,578.34,582.12,577.86,333.86M,0.0083
23-11-2018,576.54,575.32,579.2,575,116.39M,-0.0006
21-11-2018,576.9,578.86,581.39,576.07,267.88M,-0.0017
20-11-2018,577.87,583.1,584.9,576.61,350.60M,-0.0131
19-11-2018,585.53,589.11,590.8,583.93,362.65M,-0.006
16-11-2018,589.06,586.99,592.17,585.62,365.28M,0.0017
15-11-2018,588.08,585.54,588.42,579.8,390.59M,-0.0004
14-11-2018,588.31,593.09,594.16,585.51,354.07M,-0.0037
13-11-2018,590.51,591.35,594.47,589.13,319.00M,-0.0009
12-11-2018,591.02,594.32,596.53,589.95,341.34M,-0.0082
09-11-2018,595.91,596.43,597.72,593.58,388.53M,-0.0051
08-11-2018,598.96,598.3,600.21,596.38,359.47M,-0.0027
07-11-2018,600.57,599.61,600.87,594.6,351.28M,0.005
06-11-2018,597.58,594.79,597.9,593.9,316.21M,0.0035
05-11-2018,595.49,590.73,595.73,590.34,360.40M,0.0082
02-11-2018,590.66,593.83,594.93,584.56,405.14M,-0.0029
01-11-2018,592.36,586.51,592.92,584.67,410.90M,0.0104
31-10-2018,586.29,589.72,590.78,582.76,539.53M,-0.0024
30-10-2018,587.68,579.42,588.12,579.02,476.84M,0.0202
29-10-2018,576.05,577.49,583.92,570.22,483.00M,0.0063
26-10-2018,572.46,576.42,577.54,567.12,495.92M,-0.0149
25-10-2018,581.1,576.43,584.12,573.64,467.40M,0.0089
24-10-2018,575.96,578.29,585.08,575.4,440.68M,-0.0027
23-10-2018,577.53,571.21,579.64,567.72,431.99M,0.0048
22-10-2018,574.78,579.03,580.21,572.87,333.55M,-0.0067
19-10-2018,578.67,577.79,582.91,576.66,404.31M,0.0115
18-10-2018,572.08,576.12,579.72,570.49,359.62M,-0.0102
